COUNTYFP,NEVER,RARELY,SOMETIMES,FREQUENTLY,ALWAYS
37195,1.30%,6.70%,8.10%,24.80%,59.00%
37197,7.30%,2.70%,8.00%,19.90%,62.10%
37199,2.80%,1.90%,6.30%,22.40%,66.50%
38001,21.90%,16.60%,18.90%,23.30%,19.30%
38003,11.10%,7.90%,13.70%,24.80%,42.50%
38005,28.90%,19.40%,11.80%,19.50%,20.40%
38007,20.00%,20.10%,13.70%,24.40%,21.80%
38009,20.60%,11.90%,14.20%,25.90%,27.40%
38011,18.80%,14.10%,14.60%,26.20%,26.30%
38013,19.10%,14.70%,15.10%,25.80%,25.30%
38015,17.20%,23.30%,9.10%,29.70%,20.70%
38017,9.00%,11.30%,14.20%,23.30%,42.30%
38019,14.60%,27.20%,16.50%,22.20%,19.50%
38021,15.10%,7.70%,22.70%,27.70%,26.70%
38023,18.60%,16.80%,16.30%,25.50%,22.70%
38025,19.50%,18.90%,12.50%,25.20%,23.90%
38027,26.90%,15.90%,11.70%,20.90%,24.60%
38029,16.00%,22.10%,9.40%,30.20%,22.20%
38031,26.50%,8.10%,8.10%,27.00%,30.40%
38033,18.70%,20.60%,14.90%,25.60%,20.30%
38035,9.70%,12.20%,22.20%,25.30%,30.50%
38037,17.70%,23.30%,12.50%,27.50%,19.00%
38039,16.20%,5.40%,19.70%,21.70%,37.00%
38041,21.80%,20.70%,15.00%,23.20%,19.30%
38043,19.30%,20.60%,7.40%,30.10%,22.60%
38045,11.50%,7.00%,19.30%,30.70%,31.50%
38047,17.20%,15.60%,10.40%,29.50%,27.20%
38049,20.60%,13.20%,12.40%,26.30%,27.50%
38051,16.90%,12.80%,13.60%,27.50%,29.10%
38053,19.00%,18.20%,14.20%,25.30%,23.20%
38055,18.90%,18.50%,10.70%,27.30%,24.60%
38057,18.90%,19.70%,11.10%,26.60%,23.70%
38059,17.20%,23.50%,9.60%,29.30%,20.50%
38061,19.20%,16.00%,13.40%,25.80%,25.60%
38063,13.30%,18.30%,19.30%,21.80%,27.40%
38065,18.10%,21.70%,10.20%,28.00%,22.10%
38067,8.00%,21.60%,20.20%,25.60%,24.70%
38069,25.30%,13.60%,12.00%,24.60%,24.60%
38071,24.20%,25.00%,13.80%,17.50%,19.50%
38073,7.30%,11.40%,22.30%,23.60%,35.40%
38075,19.30%,13.00%,14.10%,26.20%,27.40%
38077,15.50%,17.40%,18.90%,11.60%,36.60%
38079,24.80%,15.40%,13.50%,23.50%,22.80%
38081,8.10%,16.30%,24.90%,25.10%,25.70%
38083,20.30%,18.60%,9.10%,28.50%,23.50%
38085,15.70%,22.80%,10.80%,29.50%,21.10%
38087,21.70%,17.90%,14.20%,24.60%,21.50%
38089,20.70%,20.50%,12.90%,24.00%,21.90%
38091,17.20%,6.10%,30.20%,18.20%,28.30%
38093,20.20%,5.30%,7.60%,31.40%,35.40%
38095,26.30%,23.20%,12.70%,19.80%,18.00%
38097,14.40%,11.50%,20.50%,23.30%,30.30%
38099,8.70%,18.10%,20.80%,25.30%,27.10%
38101,19.50%,13.80%,12.70%,26.30%,27.60%
38103,25.40%,16.30%,8.30%,27.50%,22.60%
38105,18.60%,18.20%,15.50%,25.40%,22.30%
39001,7.40%,11.60%,14.90%,22.20%,43.90%
39003,8.50%,10.40%,11.40%,38.20%,31.40%
39005,6.80%,3.50%,26.80%,19.00%,43.80%
39007,14.40%,0.80%,9.90%,25.70%,49.20%
39009,7.10%,11.50%,16.40%,23.60%,41.30%
39011,13.10%,8.90%,15.30%,34.20%,28.50%
39013,8.20%,8.60%,11.80%,25.00%,46.40%
39015,17.70%,17.70%,10.10%,12.80%,41.70%
39017,4.70%,7.20%,10.60%,24.40%,53.10%
39019,14.70%,26.10%,5.20%,15.00%,39.00%
39021,8.40%,5.10%,27.40%,26.90%,32.10%
39023,6.60%,2.70%,19.00%,24.70%,47.10%
39025,8.20%,6.90%,7.40%,19.20%,58.40%
39027,17.10%,19.80%,7.10%,10.50%,45.50%
39029,9.80%,8.00%,11.50%,15.60%,55.10%
39031,7.70%,19.40%,29.40%,17.80%,25.80%
39033,10.10%,10.70%,12.60%,18.40%,48.20%
39035,4.20%,5.20%,8.40%,21.30%,60.90%
39037,21.60%,8.40%,15.00%,28.00%,27.10%
39039,5.20%,11.40%,15.20%,22.10%,46.20%
39041,1.80%,8.10%,8.40%,17.70%,64.00%
39043,7.80%,2.20%,9.10%,17.90%,63.00%
39045,10.00%,9.50%,13.50%,14.20%,52.70%
39047,15.70%,5.50%,32.80%,15.80%,30.20%
39049,4.20%,5.40%,9.00%,19.80%,61.70%
39051,2.90%,4.60%,31.80%,27.20%,33.50%
39053,7.40%,8.20%,20.30%,17.80%,46.30%
39055,3.00%,5.70%,6.40%,21.80%,63.10%
39057,4.10%,8.20%,9.50%,26.40%,51.90%
39059,10.10%,16.20%,13.70%,18.10%,41.90%
39061,6.90%,5.60%,10.20%,22.40%,54.90%
39063,7.60%,12.70%,12.20%,30.20%,37.30%
39065,14.90%,12.10%,13.40%,22.70%,36.80%
39067,10.70%,14.10%,15.30%,23.30%,36.50%
39069,3.80%,11.10%,18.90%,19.70%,46.50%
39071,15.70%,14.40%,6.80%,16.20%,46.80%
39073,16.90%,13.70%,21.00%,10.40%,38.00%
39075,5.00%,8.70%,13.40%,27.10%,45.70%
39077,19.10%,6.40%,20.40%,17.20%,36.90%
39079,16.60%,14.10%,24.70%,10.50%,34.10%
39081,7.60%,14.20%,15.20%,20.90%,42.00%
39083,13.80%,10.00%,6.50%,17.00%,52.60%
39085,6.70%,3.90%,10.40%,24.60%,54.40%
39087,8.90%,9.70%,18.50%,23.00%,39.90%
39089,5.60%,10.20%,17.60%,12.70%,53.90%
39091,13.60%,11.70%,31.40%,24.80%,18.60%
39093,8.90%,9.70%,9.90%,20.70%,50.80%
39095,7.80%,5.60%,11.10%,18.90%,56.60%
39097,3.70%,8.70%,16.70%,26.20%,44.70%
39099,4.60%,9.90%,9.90%,23.10%,52.50%
39101,8.40%,18.00%,11.50%,15.90%,46.20%
39103,6.80%,7.70%,12.50%,22.70%,50.30%
39105,7.20%,13.70%,18.20%,17.70%,43.20%
39107,10.20%,10.50%,24.50%,31.40%,23.30%
39109,7.70%,7.00%,19.00%,22.70%,43.60%
39111,4.00%,14.40%,13.90%,29.10%,38.60%
39113,4.10%,6.50%,6.50%,22.20%,60.70%
39115,14.20%,11.40%,15.30%,25.90%,33.20%
39117,5.90%,9.40%,7.50%,31.00%,46.20%
39119,13.60%,14.50%,12.10%,18.20%,41.60%
39121,10.90%,17.60%,13.90%,21.90%,35.70%
39123,5.20%,3.50%,8.40%,21.90%,60.90%
39125,9.50%,6.10%,24.00%,31.40%,29.00%
39127,13.80%,14.90%,21.40%,19.00%,30.90%
39129,6.70%,8.70%,9.20%,24.40%,51.00%
39131,18.60%,12.40%,12.40%,15.80%,40.90%
39133,2.80%,7.80%,12.60%,21.30%,55.50%
39135,4.50%,14.60%,18.60%,24.80%,37.50%
39137,4.10%,11.80%,25.30%,30.70%,28.00%
39139,6.60%,8.00%,21.30%,22.10%,41.90%
39141,18.10%,10.30%,10.10%,16.80%,44.70%
39143,13.90%,7.40%,10.90%,20.90%,46.90%
39145,12.10%,9.60%,24.20%,15.60%,38.70%
39147,11.90%,19.50%,24.30%,16.40%,27.90%
39149,18.20%,11.90%,21.60%,28.30%,20.00%
39151,6.50%,11.00%,10.20%,19.80%,52.50%
39153,4.80%,5.60%,12.50%,20.70%,56.50%
39155,5.40%,5.90%,12.10%,23.00%,53.50%
39157,12.60%,20.40%,11.60%,21.50%,33.90%
39159,17.50%,1.80%,9.90%,24.50%,46.30%
39161,6.90%,8.40%,22.30%,41.20%,21.20%
39163,9.00%,16.50%,21.80%,14.70%,38.00%
39165,6.20%,4.40%,8.50%,16.20%,64.70%
39167,7.20%,12.10%,14.20%,29.00%,37.50%
39169,6.40%,8.20%,14.40%,24.50%,46.60%
39171,3.50%,13.30%,19.90%,20.80%,42.50%
39173,2.90%,6.10%,8.60%,25.20%,57.20%
39175,10.00%,20.10%,13.80%,13.50%,42.60%
40001,10.50%,6.80%,25.80%,21.30%,35.60%
40003,20.30%,9.60%,18.80%,25.00%,26.20%
40005,7.60%,18.40%,11.10%,28.40%,34.50%
40007,15.30%,15.40%,8.50%,22.30%,38.40%
40009,8.80%,26.50%,18.70%,12.10%,33.90%
40011,2.90%,8.10%,24.40%,32.00%,32.60%
40013,9.40%,8.70%,12.50%,23.70%,45.70%
40015,1.30%,11.10%,19.40%,23.90%,44.40%
40017,4.30%,7.30%,10.30%,30.90%,47.20%
40019,12.80%,16.90%,13.80%,21.30%,35.10%
40021,9.90%,12.10%,21.20%,24.00%,32.70%
40023,6.40%,11.30%,11.90%,25.10%,45.40%
40025,14.00%,8.90%,15.30%,26.00%,35.80%
40027,4.60%,10.10%,7.90%,25.00%,52.40%
40029,7.50%,12.00%,10.50%,30.70%,39.40%
40031,5.40%,17.90%,12.70%,22.60%,41.30%
40033,6.00%,11.70%,10.20%,17.30%,54.80%
40035,24.70%,11.30%,23.60%,11.20%,29.20%
40037,15.40%,7.40%,14.50%,21.20%,41.50%
40039,0.60%,27.40%,41.30%,13.00%,17.70%
40041,18.80%,18.70%,20.20%,10.70%,31.60%
40043,6.60%,18.50%,28.60%,21.90%,24.40%
40045,13.20%,22.00%,13.50%,20.70%,30.60%
40047,23.30%,10.30%,12.70%,28.00%,25.80%
40049,7.50%,8.70%,15.70%,24.90%,43.30%
40051,4.70%,9.80%,18.50%,24.90%,42.20%
40053,20.50%,13.60%,14.50%,25.50%,25.70%
40055,7.30%,19.00%,14.80%,22.50%,36.50%
40057,10.50%,15.80%,16.00%,23.90%,33.80%
40059,15.80%,18.90%,11.80%,25.70%,27.80%
40061,14.60%,9.00%,20.30%,25.80%,30.30%
40063,8.90%,3.70%,14.60%,21.30%,51.40%
40065,2.10%,12.70%,14.80%,29.10%,41.10%
40067,8.40%,10.80%,16.30%,14.00%,50.50%
40069,8.80%,13.70%,15.70%,24.40%,37.40%
40071,9.90%,12.00%,13.50%,22.50%,41.90%
40073,4.60%,9.30%,5.00%,19.20%,61.90%
40075,2.50%,19.00%,13.10%,23.90%,41.50%
40077,15.90%,13.60%,18.40%,27.70%,24.50%
40079,14.20%,15.20%,15.60%,19.60%,35.40%
40081,13.50%,10.30%,20.40%,22.20%,33.70%
40083,3.00%,2.70%,11.40%,31.00%,51.90%
40085,18.80%,8.00%,10.30%,19.50%,43.50%
40087,9.20%,9.90%,6.80%,19.70%,54.50%
40089,13.10%,14.10%,11.70%,18.70%,42.30%
40091,8.50%,5.70%,26.50%,22.10%,37.30%
40093,16.90%,7.20%,21.20%,28.50%,26.10%
40095,13.00%,7.40%,11.40%,25.60%,42.50%
40097,17.30%,17.50%,21.30%,13.50%,30.30%
40099,4.20%,15.40%,24.70%,21.80%,34.00%
40101,6.30%,8.80%,26.20%,19.80%,38.80%
40103,6.90%,8.50%,10.00%,25.30%,49.30%
40105,14.80%,12.10%,16.40%,18.10%,38.60%
40107,11.20%,3.50%,24.10%,19.30%,41.90%
40109,9.60%,6.40%,9.70%,22.50%,51.80%
40111,7.80%,5.20%,20.40%,27.60%,39.00%
40113,7.70%,10.30%,23.00%,21.80%,37.20%
40115,15.40%,13.00%,22.90%,15.10%,33.70%
40117,17.80%,8.50%,15.90%,21.30%,36.50%
40119,8.30%,6.80%,12.90%,20.70%,51.40%
40121,11.70%,11.20%,15.30%,36.00%,25.80%
40123,2.90%,3.30%,10.20%,23.50%,60.10%
40125,4.20%,5.20%,27.80%,23.60%,39.20%
40127,7.70%,15.20%,12.20%,26.10%,38.80%
40129,10.90%,24.80%,19.20%,9.10%,36.00%
40131,9.70%,10.50%,16.40%,20.10%,43.30%
40133,9.50%,3.40%,22.50%,16.90%,47.80%
40135,10.60%,11.00%,20.90%,21.20%,36.20%
40137,4.10%,8.80%,21.00%,28.60%,37.50%
40139,12.30%,12.00%,10.20%,22.50%,43.00%
40141,4.20%,14.20%,11.00%,22.50%,48.00%
40143,7.40%,6.10%,14.10%,24.30%,48.20%
40145,3.20%,11.20%,17.50%,30.60%,37.50%
40147,11.80%,18.30%,16.20%,19.20%,34.50%
40149,2.40%,25.60%,24.30%,16.40%,31.30%
40151,16.50%,11.60%,16.60%,28.10%,27.20%
40153,14.60%,23.20%,14.50%,24.70%,22.90%
41001,5.10%,18.90%,17.90%,18.90%,39.20%
41003,0.70%,0.70%,5.90%,15.60%,77.00%
41005,1.60%,2.40%,7.10%,16.80%,72.10%
41007,5.20%,2.70%,5.10%,7.30%,79.70%
41009,4.80%,1.50%,15.80%,17.40%,60.40%
41011,12.80%,6.10%,13.60%,9.90%,57.70%
41013,1.90%,7.50%,2.70%,24.60%,63.30%
41015,2.50%,5.80%,10.00%,16.20%,65.50%
41017,1.00%,6.10%,1.40%,25.00%,66.60%
41019,8.20%,5.20%,11.60%,23.90%,51.10%
41021,0.80%,0.30%,4.90%,33.20%,60.70%
41023,1.40%,6.20%,13.20%,12.00%,67.10%
41025,3.20%,9.90%,11.40%,15.70%,59.80%
41027,3.00%,7.10%,12.70%,16.20%,61.00%
41029,4.40%,7.70%,7.50%,13.80%,66.50%
41031,1.80%,6.20%,1.20%,25.00%,65.70%
41033,2.80%,5.60%,7.20%,19.20%,65.20%
41035,9.70%,3.10%,6.20%,22.70%,58.30%
41037,5.00%,1.70%,12.70%,24.70%,55.80%
41039,3.10%,3.60%,7.70%,13.70%,71.90%
41041,0.10%,1.20%,4.70%,13.10%,81.00%
41043,5.70%,2.50%,9.60%,15.90%,66.40%
41045,7.10%,20.60%,21.30%,20.60%,30.50%
41047,2.90%,1.30%,5.30%,19.60%,71.00%
41049,2.60%,0.40%,8.30%,19.70%,69.00%
41051,1.30%,1.60%,5.40%,17.80%,73.80%
41053,1.30%,2.20%,7.80%,24.20%,64.50%
41055,0.80%,1.40%,4.60%,27.10%,66.00%
41057,12.50%,4.00%,9.20%,16.30%,58.10%
41059,4.30%,1.00%,8.10%,15.50%,71.00%
41061,3.40%,8.80%,8.60%,18.90%,60.30%
41063,4.10%,8.30%,14.60%,22.90%,50.10%
41065,1.90%,3.40%,6.90%,19.70%,68.10%
41067,0.60%,0.90%,5.90%,16.90%,75.60%
41069,2.30%,7.00%,4.90%,23.20%,62.60%
41071,2.10%,3.50%,7.20%,14.30%,72.90%
42001,3.90%,3.40%,8.30%,23.80%,60.60%
42003,1.70%,2.20%,3.50%,16.50%,76.10%
42005,2.70%,7.40%,15.90%,17.30%,56.80%
42007,1.50%,2.30%,10.00%,13.70%,72.50%
42009,1.40%,11.10%,10.00%,20.50%,57.00%
42011,3.60%,1.20%,6.00%,17.40%,71.90%
42013,4.10%,13.20%,8.30%,24.90%,49.50%
42015,4.20%,1.70%,5.10%,19.40%,69.70%
42017,1.40%,1.80%,3.20%,13.10%,80.50%
42019,3.50%,6.20%,6.20%,19.40%,64.70%
42021,2.60%,6.20%,15.30%,22.80%,53.00%
42023,14.70%,1.40%,4.80%,14.20%,64.90%
42025,1.30%,6.20%,1.50%,14.50%,76.40%
42027,1.70%,1.30%,7.60%,10.10%,79.20%
42029,0.60%,2.20%,3.80%,11.30%,82.00%
42031,5.70%,3.00%,15.20%,15.50%,60.50%
42033,5.10%,5.50%,17.60%,20.60%,51.20%
42035,1.40%,2.40%,7.70%,19.00%,69.60%
42037,2.00%,4.60%,5.00%,16.30%,72.10%
42039,2.40%,1.60%,13.60%,26.60%,55.80%
42041,3.10%,3.20%,18.30%,19.20%,56.20%
42043,3.20%,2.30%,25.80%,14.70%,53.90%
42045,1.00%,1.00%,4.40%,12.30%,81.40%
42047,5.50%,1.60%,8.40%,15.00%,69.50%
42049,1.60%,2.50%,5.70%,13.60%,76.60%
42051,5.30%,6.40%,14.40%,16.10%,57.80%
42053,1.60%,0.80%,15.80%,19.60%,62.20%
42055,2.30%,4.00%,8.20%,24.80%,60.70%
42057,1.30%,14.50%,5.30%,23.00%,55.90%
42059,10.40%,11.00%,18.70%,12.40%,47.50%
42061,7.00%,6.00%,15.50%,23.20%,48.30%
42063,1.50%,4.70%,6.60%,22.00%,65.20%
42065,8.30%,4.60%,14.20%,19.70%,53.10%
42067,6.50%,6.80%,9.30%,21.40%,56.00%
42069,0.70%,0.60%,3.90%,10.60%,84.30%
42071,3.70%,1.30%,5.40%,17.20%,72.40%
42073,3.40%,7.00%,9.30%,30.10%,50.30%
42075,2.60%,0.80%,6.20%,17.80%,72.50%
42077,1.40%,0.40%,5.30%,10.30%,82.60%
42079,1.60%,2.40%,4.50%,13.60%,77.90%
42081,6.20%,5.70%,6.00%,20.70%,61.40%
42083,1.20%,0.40%,3.00%,13.40%,82.00%
42085,2.80%,4.40%,9.40%,21.50%,62.00%
42087,8.40%,4.90%,12.90%,17.10%,56.70%
42089,1.90%,4.70%,5.20%,6.10%,82.20%
42091,1.60%,1.90%,4.40%,16.00%,76.10%
42093,4.20%,2.20%,7.90%,14.30%,71.40%
42095,1.50%,1.20%,3.40%,11.80%,82.20%
42097,6.40%,1.30%,7.80%,19.70%,64.90%
42099,3.50%,1.70%,10.00%,19.90%,64.90%
42101,2.30%,1.20%,5.10%,12.00%,79.40%
42103,1.00%,1.30%,3.60%,16.50%,77.70%
42105,6.10%,1.10%,6.10%,12.00%,74.70%
42107,6.60%,0.20%,4.80%,17.30%,71.10%
42109,6.20%,3.60%,10.40%,22.60%,57.20%
42111,4.10%,4.00%,18.80%,26.70%,46.40%
42113,2.50%,3.50%,3.80%,14.10%,76.00%
42115,4.60%,2.90%,3.80%,6.50%,82.20%
42117,9.80%,4.40%,11.10%,18.30%,56.50%
42119,7.80%,3.20%,10.30%,21.10%,57.60%
42121,0.40%,1.50%,11.50%,15.20%,71.40%
42123,0.90%,1.90%,11.40%,22.40%,63.40%
42125,5.20%,2.00%,4.50%,14.90%,73.50%
42127,0.40%,0.90%,8.00%,8.00%,82.80%
42129,1.70%,7.00%,6.90%,17.20%,67.30%
42131,3.50%,0.80%,4.90%,7.20%,83.60%
42133,1.80%,2.40%,9.10%,17.40%,69.30%
44001,0.70%,0.30%,2.00%,14.30%,82.70%
44003,1.60%,0.30%,5.00%,12.30%,80.70%
44005,0.40%,0.60%,4.60%,12.90%,81.50%
44007,2.20%,1.40%,5.00%,15.90%,75.40%
44009,1.20%,2.20%,3.40%,12.60%,80.70%
45001,11.70%,10.20%,24.30%,16.60%,37.10%
45003,10.00%,8.60%,11.60%,19.30%,50.50%
45005,17.20%,21.10%,1.20%,22.00%,38.40%
45007,6.90%,6.50%,13.80%,26.00%,46.80%
45009,16.70%,3.10%,5.30%,23.50%,51.50%
45011,16.90%,6.70%,3.50%,28.10%,44.70%
45013,3.80%,2.70%,5.50%,14.70%,73.30%
45015,5.00%,7.40%,10.70%,17.10%,59.70%
45017,6.00%,4.70%,12.90%,17.30%,59.20%
45019,3.60%,5.90%,6.20%,18.60%,65.70%
45021,8.80%,8.30%,12.10%,17.90%,52.80%
45023,15.10%,6.50%,5.50%,23.00%,50.00%
45025,11.70%,7.90%,14.80%,12.90%,52.60%
45027,8.30%,14.70%,12.80%,15.70%,48.60%
45029,8.80%,7.70%,9.40%,10.00%,64.10%
45031,15.30%,8.30%,11.40%,10.30%,54.80%
45033,15.60%,5.60%,18.80%,17.00%,43.00%
45035,7.10%,7.10%,12.30%,16.00%,57.60%
45037,9.90%,8.40%,8.30%,16.50%,56.90%
45039,4.60%,3.20%,4.60%,31.00%,56.60%
45041,11.40%,8.00%,13.30%,10.90%,56.40%
45043,4.00%,1.40%,7.90%,19.10%,67.50%
45045,4.90%,7.90%,15.30%,20.60%,51.30%
45047,7.40%,8.70%,22.60%,15.10%,46.30%
45049,13.00%,15.60%,2.50%,14.80%,54.20%
45051,8.60%,5.20%,8.10%,19.00%,59.10%
45053,12.90%,5.50%,5.60%,20.10%,55.90%
45055,6.20%,1.90%,11.40%,18.90%,61.60%
45057,6.70%,6.80%,4.80%,22.40%,59.40%
45059,9.00%,10.20%,16.40%,21.40%,43.00%
45061,12.30%,6.00%,15.40%,15.70%,50.60%
45063,4.40%,3.80%,12.90%,21.40%,57.60%
45065,7.20%,11.50%,10.60%,20.20%,50.50%
45067,28.00%,3.60%,18.20%,12.70%,37.60%
45069,15.50%,2.70%,15.30%,14.90%,51.50%
45071,7.80%,12.80%,6.20%,20.20%,52.90%
45073,14.20%,6.10%,10.30%,22.10%,47.20%
45075,13.50%,5.60%,11.10%,16.90%,52.90%
45077,6.60%,5.90%,14.60%,23.60%,49.30%
45079,3.00%,1.60%,9.90%,23.50%,62.00%
45081,5.30%,9.50%,11.70%,20.60%,52.90%
45083,6.00%,9.10%,12.60%,22.70%,49.60%
45085,12.80%,5.40%,15.40%,18.20%,48.30%
45087,14.00%,2.00%,7.40%,30.50%,46.20%
45089,3.40%,5.70%,12.00%,15.80%,63.10%
45091,5.70%,7.40%,6.20%,20.40%,60.20%
46003,23.90%,7.30%,23.60%,15.00%,30.20%
46005,23.40%,10.40%,14.70%,17.30%,34.20%
46007,14.70%,5.20%,11.70%,32.70%,35.60%
46009,10.80%,20.50%,19.80%,19.30%,29.50%
46011,4.00%,12.40%,26.30%,22.90%,34.50%
46013,25.60%,9.80%,14.20%,16.60%,33.80%
46015,16.30%,7.50%,16.80%,26.40%,33.00%
46017,16.10%,5.90%,15.70%,25.30%,37.10%
46019,12.00%,8.50%,15.30%,20.40%,43.80%
46021,15.50%,16.70%,12.20%,27.70%,27.80%
46023,11.70%,14.90%,25.40%,19.20%,28.80%
46025,21.10%,14.70%,17.20%,12.50%,34.50%
46027,9.10%,17.80%,11.60%,24.30%,37.30%
46029,18.50%,14.40%,25.00%,11.70%,30.50%
46031,14.40%,19.00%,13.40%,28.50%,24.70%
46033,13.20%,8.80%,15.60%,22.90%,39.60%
46035,24.90%,7.40%,30.30%,10.70%,26.70%
46037,25.60%,14.00%,17.50%,11.80%,31.10%
46039,13.60%,11.10%,27.50%,16.90%,30.90%
46041,6.90%,5.70%,14.10%,23.70%,49.70%
46043,18.90%,10.80%,26.90%,14.60%,28.90%
46045,21.70%,8.80%,15.00%,19.70%,34.80%
46047,14.10%,9.30%,15.20%,25.00%,36.40%
46049,20.50%,7.90%,14.60%,19.80%,37.20%
46051,25.90%,12.90%,23.20%,12.00%,26.00%
46053,11.30%,11.80%,20.60%,26.40%,29.90%
46055,11.70%,5.10%,15.10%,24.10%,44.00%
46057,11.90%,14.30%,25.60%,13.70%,34.50%
46059,18.20%,7.10%,14.70%,22.50%,37.60%
46061,18.50%,10.70%,26.90%,14.80%,29.00%
46063,10.50%,6.80%,14.50%,23.50%,44.60%
46065,9.10%,2.70%,10.90%,25.10%,52.30%
46067,12.90%,16.30%,19.90%,18.80%,32.10%
46069,14.20%,5.30%,14.20%,23.40%,43.00%
46071,12.90%,5.20%,13.60%,28.10%,40.10%
46073,23.30%,7.30%,18.50%,18.40%,32.60%
46075,11.50%,3.00%,10.10%,29.30%,46.20%
46077,12.80%,13.00%,21.70%,18.40%,34.10%
46079,11.00%,14.40%,18.30%,23.70%,32.60%
46081,12.40%,8.90%,15.40%,20.50%,42.80%
46083,7.80%,18.10%,10.60%,25.00%,38.50%
46085,13.00%,4.60%,11.90%,28.70%,41.90%
46087,11.30%,15.40%,14.40%,23.80%,35.00%
46089,20.40%,9.10%,16.10%,22.00%,32.30%
46091,19.60%,14.60%,18.30%,16.10%,31.30%
46093,12.30%,7.80%,16.10%,21.40%,42.50%
46095,13.60%,2.80%,9.10%,34.00%,40.50%
46097,16.00%,12.30%,21.60%,21.80%,28.40%
46099,8.70%,18.70%,10.60%,25.10%,36.90%
46101,7.80%,18.30%,16.50%,24.50%,32.90%
46102,15.00%,7.50%,13.90%,28.10%,35.50%
46103,12.70%,7.80%,15.90%,22.20%,41.40%
46105,13.20%,8.10%,18.50%,24.30%,36.00%
46107,13.10%,6.70%,14.70%,22.50%,43.10%
46109,24.10%,17.50%,16.40%,9.40%,32.60%
46111,25.20%,9.50%,22.20%,15.50%,27.60%
46115,23.20%,10.30%,13.20%,17.30%,36.00%
46117,8.00%,2.40%,10.40%,24.50%,54.60%
46119,8.40%,3.10%,12.80%,22.80%,52.80%
46121,14.70%,3.10%,9.70%,36.80%,35.70%
46123,14.20%,6.60%,13.80%,31.10%,34.30%
46125,8.40%,17.60%,11.50%,25.10%,37.50%
46127,8.20%,17.70%,12.00%,20.40%,41.80%
46129,14.00%,14.40%,13.20%,26.50%,31.80%
46135,10.90%,20.50%,16.70%,26.00%,25.90%
46137,10.50%,5.30%,17.20%,23.50%,43.40%
47001,8.80%,10.50%,11.20%,21.50%,48.00%
47003,16.40%,9.30%,24.60%,24.80%,24.90%
47005,16.90%,10.90%,20.60%,21.00%,30.60%
47007,8.20%,12.20%,13.10%,25.10%,41.50%
47009,6.90%,8.90%,9.70%,18.30%,56.20%
47011,12.10%,9.80%,12.60%,28.20%,37.30%
47013,5.90%,7.50%,20.40%,10.90%,55.40%
47015,20.90%,8.90%,23.80%,18.20%,28.20%
47017,17.90%,8.80%,16.30%,23.40%,33.70%
47019,11.50%,3.10%,15.10%,21.50%,48.70%
47021,1.80%,6.70%,15.50%,28.00%,48.00%
47023,10.80%,6.80%,12.20%,36.20%,34.00%
47025,16.30%,11.40%,9.10%,23.60%,39.70%
47027,9.90%,10.50%,26.40%,12.60%,40.60%
47029,19.70%,11.80%,8.20%,17.10%,43.10%
47031,16.50%,9.00%,17.40%,20.80%,36.30%
47033,14.00%,7.80%,12.30%,22.60%,43.20%
47035,9.60%,9.30%,20.10%,21.40%,39.50%
47037,2.00%,3.70%,8.60%,18.10%,67.70%
47039,17.50%,17.10%,16.80%,16.80%,31.80%
47041,15.70%,15.20%,23.10%,13.20%,32.80%
47043,5.40%,7.60%,7.90%,33.60%,45.50%
47045,17.50%,17.00%,12.00%,20.40%,33.10%
47047,2.20%,0.10%,8.90%,20.50%,68.20%
47049,12.30%,12.20%,15.70%,16.20%,43.70%
47051,16.60%,9.20%,13.00%,20.10%,41.10%
47053,18.20%,8.60%,11.10%,26.00%,36.10%
47055,6.10%,6.80%,19.20%,23.70%,44.10%
47057,12.60%,13.40%,12.90%,22.10%,39.00%
47059,12.50%,17.80%,3.30%,25.40%,41.00%
47061,14.20%,16.50%,15.10%,21.20%,33.00%
47063,15.70%,11.30%,12.10%,18.90%,42.00%
47065,11.60%,11.60%,12.90%,22.90%,41.10%
47067,14.80%,24.30%,5.90%,14.00%,41.00%
47069,3.50%,5.60%,21.50%,26.10%,43.40%
47071,14.20%,14.00%,10.70%,24.10%,37.10%
47073,11.80%,14.60%,13.20%,19.60%,40.70%
47075,8.60%,2.60%,16.90%,15.50%,56.50%
47077,12.70%,10.70%,15.60%,28.20%,32.70%
47079,9.20%,9.00%,26.40%,20.70%,34.70%
47081,6.30%,5.70%,8.20%,21.70%,58.10%
47083,10.80%,4.90%,11.60%,33.70%,39.00%
47085,12.10%,9.50%,15.60%,26.70%,36.00%
47087,13.80%,12.80%,24.90%,9.30%,39.20%
47089,15.10%,9.20%,14.90%,17.60%,43.10%
47091,10.70%,7.90%,14.10%,26.10%,41.20%
47093,3.60%,3.20%,14.40%,20.90%,57.90%
47095,13.30%,14.30%,16.60%,20.10%,35.70%
47097,6.40%,9.40%,19.10%,14.20%,50.80%
47099,7.40%,12.90%,15.60%,19.20%,45.00%
47101,9.80%,8.40%,19.80%,23.60%,38.50%
47103,12.60%,18.70%,10.60%,21.40%,36.70%
47105,4.10%,6.00%,10.70%,21.90%,57.30%
47107,7.70%,8.70%,15.50%,29.80%,38.40%
47109,10.70%,10.50%,11.50%,27.40%,40.00%
47111,14.60%,8.50%,21.50%,8.30%,47.00%
47113,10.00%,5.60%,12.90%,33.40%,38.10%
